pandal_id,pandal_name,region,source_year,latitude,longitude,nearest_metro,nearest_metro_distance_km,nearest_railway_station,popularity_score,expected_crowd_level,famous,family_friendly,best_time_to_visit,theme,description,image_url,metro_assignment_note,geocode_query,geocode_status,geocoded_display_name,geocode_source,coordinate_status,location_status,queries_attempted,google_maps_url,openstreetmap_url
66,Baishnabghata Paschimpara Sarbojanin Durgotsab,South Kolkata,2025,22.476012,88.371023,Kalighat,0.5,Ballygunge Junction,7.8,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/baishnabghata_paschimpara_sarbojanin_durgotsab.jpg,web-verified station address; locality-based assignment,"Baishnabghata Paschimpara Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India",success,"Baishnabghata Paschimpara Sarbojanin Durgotsab, Baishnabghata Paschimpara Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Baishnabghata Paschimpara Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.476012,88.371023",https://www.openstreetmap.org/?mlat=22.476012&mlon=88.371023#map=17/22.476012/88.371023
67,Ballygunge Cultural Association Durga Puja,South Kolkata,2025,22.519823,88.364012,Kalighat,0.7,Ballygunge Junction,9.7,Extremely High,True,True,02:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/ballygunge_cultural_association_durga_puja.jpg,web-verified station address; locality-based assignment,"Ballygunge Cultural Association Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Ballygunge Cultural Association Durga Puja, Ballygunge Cultural Association, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Ballygunge Cultural Association Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.519823,88.364012",https://www.openstreetmap.org/?mlat=22.519823&mlon=88.364012#map=17/22.519823/88.364012
68,Ballygunge Pally Sarbojanin Durgotsab Committee,South Kolkata,2025,22.519145,88.364434,Kalighat,0.9,Ballygunge Junction,8.0,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/ballygunge_pally_sarbojanin_durgotsab_committee.jpg,web-verified station address; locality-based assignment,"Ballygunge Pally Sarbojanin Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India",success,"Ballygunge Pally Sarbojanin Durgotsab Committee, Ballygunge Pally Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Ballygunge Pally Sarbojanin Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.519145,88.364434",https://www.openstreetmap.org/?mlat=22.519145&mlon=88.364434#map=17/22.519145/88.364434
69,Bansdroni Sammilita Sarbojanin Durgotsab Committee,South Kolkata,2025,22.468012,88.361023,Masterda Surya Sen,1.1,Garia Railway Station,8.1,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bansdroni_sammilita_sarbojanin_durgotsab_committee.jpg,web-verified station address; locality-based assignment,"Bansdroni Sammilita Sarbojanin Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India",success,"Bansdroni Sammilita Sarbojanin Durgotsab Committee, Bansdroni Sammilita Durgotsab, South Kolkata, Kolkata, West Bengal, 700047, India",OpenStreetMap Nominatim,valid,verified,"Bansdroni Sammilita Sarbojanin Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.468012,88.361023",https://www.openstreetmap.org/?mlat=22.468012&mlon=88.361023#map=17/22.468012/88.361023
70,Bediadanga Sarbojanin Durgotsav Committee,South Kolkata,2025,22.511012,88.381023,Kalighat,0.3,Ballygunge Junction,8.2,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bediadanga_sarbojanin_durgotsav_committee.jpg,web-verified station address; locality-based assignment,"Bediadanga Sarbojanin Durgotsav Committee, South Kolkata, Kolkata, West Bengal, India",success,"Bediadanga Sarbojanin Durgotsav Committee, Bediadanga, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Bediadanga Sarbojanin Durgotsav Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.511012,88.381023",https://www.openstreetmap.org/?mlat=22.511012&mlon=88.381023#map=17/22.511012/88.381023
71,Beltala Sarbojanin Durgotsab,South Kolkata,2025,22.527012,88.347023,Kalighat,0.5,Ballygunge Junction,8.3,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/beltala_sarbojanin_durgotsab.jpg,web-verified station address; locality-based assignment,"Beltala Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India",success,"Beltala Sarbojanin Durgotsab, Beltala Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Beltala Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.527012,88.347023",https://www.openstreetmap.org/?mlat=22.527012&mlon=88.347023#map=17/22.527012/88.347023
72,Bengal United Club Durga Puja,South Kolkata,2025,22.526334,88.347412,Kalighat,0.7,Ballygunge Junction,8.4,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bengal_united_club_durga_puja.jpg,web-verified station address; locality-based assignment,"Bengal United Club Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Bengal United Club Durga Puja, Bengal United, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Bengal United Club Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.526334,88.347412",https://www.openstreetmap.org/?mlat=22.526334&mlon=88.347412#map=17/22.526334/88.347412
73,Bhawanipore Mahapuja Samity,South Kolkata,2025,22.535012,88.348023,Netaji Bhavan,0.9,Ballygunge Junction,8.5,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bhawanipore_mahapuja_samity.jpg,web-verified station address; locality-based assignment,"Bhawanipore Mahapuja Samity, South Kolkata, Kolkata, West Bengal, India",success,"Bhawanipore Mahapuja Samity, Bhawanipore Mahapuja Samity, South Kolkata, Kolkata, West Bengal, 700025, India",OpenStreetMap Nominatim,valid,verified,"Bhawanipore Mahapuja Samity, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.535012,88.348023",https://www.openstreetmap.org/?mlat=22.535012&mlon=88.348023#map=17/22.535012/88.348023
74,Bhowanipore De Bari Durga Puja,South Kolkata,2025,22.534334,88.348412,Netaji Bhavan,1.1,Ballygunge Junction,8.6,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bhowanipore_de_bari_durga_puja.jpg,web-verified station address; locality-based assignment,"Bhowanipore De Bari Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Bhowanipore De Bari Durga Puja, Bhowanipore De Bari, South Kolkata, Kolkata, West Bengal, 700025, India",OpenStreetMap Nominatim,valid,verified,"Bhowanipore De Bari Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.534334,88.348412",https://www.openstreetmap.org/?mlat=22.534334&mlon=88.348412#map=17/22.534334/88.348412
75,Bhowanipore Mitra Bari Durga Puja,South Kolkata,2025,22.533645,88.347734,Netaji Bhavan,0.3,Ballygunge Junction,7.2,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bhowanipore_mitra_bari_durga_puja.jpg,web-verified station address; locality-based assignment,"Bhowanipore Mitra Bari Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Bhowanipore Mitra Bari Durga Puja, Bhowanipore Mitra Bari, South Kolkata, Kolkata, West Bengal, 700025, India",OpenStreetMap Nominatim,valid,verified,"Bhowanipore Mitra Bari Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.533645,88.347734",https://www.openstreetmap.org/?mlat=22.533645&mlon=88.347734#map=17/22.533645/88.347734
76,Bhowanipur 75 Palli Durga Puja,South Kolkata,2025,22.532012,88.347023,Netaji Bhavan,0.5,Ballygunge Junction,7.3,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bhowanipur_75_palli_durga_puja.jpg,web-verified station address; locality-based assignment,"Bhowanipur 75 Palli Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Bhowanipur 75 Palli Durga Puja, Bhowanipur 75 Palli, South Kolkata, Kolkata, West Bengal, 700025, India",OpenStreetMap Nominatim,valid,verified,"Bhowanipur 75 Palli Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.532012,88.347023",https://www.openstreetmap.org/?mlat=22.532012&mlon=88.347023#map=17/22.532012/88.347023
77,Bhowanipur Muktadal Durga Puja,South Kolkata,2025,22.531334,88.347412,Netaji Bhavan,0.7,Ballygunge Junction,7.4,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bhowanipur_muktadal_durga_puja.jpg,web-verified station address; locality-based assignment,"Bhowanipur Muktadal Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Bhowanipur Muktadal Durga Puja, Bhowanipur Muktadal, South Kolkata, Kolkata, West Bengal, 700025, India",OpenStreetMap Nominatim,valid,verified,"Bhowanipur Muktadal Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.531334,88.347412",https://www.openstreetmap.org/?mlat=22.531334&mlon=88.347412#map=17/22.531334/88.347412
78,Bhowanipur Ritwik Club Durga Puja Committee,South Kolkata,2025,22.530645,88.346734,Netaji Bhavan,0.9,Ballygunge Junction,7.5,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bhowanipur_ritwik_club_durga_puja_committee.jpg,web-verified station address; locality-based assignment,"Bhowanipur Ritwik Club Durga Puja Committee, South Kolkata, Kolkata, West Bengal, India",success,"Bhowanipur Ritwik Club Durga Puja Committee, Bhowanipur Ritwik, South Kolkata, Kolkata, West Bengal, 700025, India",OpenStreetMap Nominatim,valid,verified,"Bhowanipur Ritwik Club Durga Puja Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.530645,88.346734",https://www.openstreetmap.org/?mlat=22.530645&mlon=88.346734#map=17/22.530645/88.346734
79,Bhowanipur Sarbojanin Durgotsav,South Kolkata,2025,22.529012,88.346023,Netaji Bhavan,1.1,Ballygunge Junction,7.6,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bhowanipur_sarbojanin_durgotsav.jpg,web-verified station address; locality-based assignment,"Bhowanipur Sarbojanin Durgotsav, South Kolkata, Kolkata, West Bengal, India",success,"Bhowanipur Sarbojanin Durgotsav, Bhowanipur, South Kolkata, Kolkata, West Bengal, 700025, India",OpenStreetMap Nominatim,valid,verified,"Bhowanipur Sarbojanin Durgotsav, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.529012,88.346023",https://www.openstreetmap.org/?mlat=22.529012&mlon=88.346023#map=17/22.529012/88.346023
80,Bhowanipur Students Club Sarbojanin Durga Puja,South Kolkata,2025,22.528334,88.346412,Netaji Bhavan,0.3,Ballygunge Junction,7.7,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bhowanipur_students_club_sarbojanin_durga_puja.jpg,web-verified station address; locality-based assignment,"Bhowanipur Students Club Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Bhowanipur Students Club Sarbojanin Durga Puja, Bhowanipur Students, South Kolkata, Kolkata, West Bengal, 700025, India",OpenStreetMap Nominatim,valid,verified,"Bhowanipur Students Club Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.528334,88.346412",https://www.openstreetmap.org/?mlat=22.528334&mlon=88.346412#map=17/22.528334/88.346412
81,Bhowanipur Swadhin Sangha Durga Puja,South Kolkata,2025,22.527645,88.345734,Netaji Bhavan,0.5,Ballygunge Junction,7.8,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bhowanipur_swadhin_sangha_durga_puja.jpg,web-verified station address; locality-based assignment,"Bhowanipur Swadhin Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Bhowanipur Swadhin Sangha Durga Puja, Bhowanipur Swadhin Sangha, South Kolkata, Kolkata, West Bengal, 700025, India",OpenStreetMap Nominatim,valid,verified,"Bhowanipur Swadhin Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.527645,88.345734",https://www.openstreetmap.org/?mlat=22.527645&mlon=88.345734#map=17/22.527645/88.345734
82,Bhowanipur Udayan Club Durga Puja,South Kolkata,2025,22.526012,88.345023,Netaji Bhavan,0.7,Ballygunge Junction,7.9,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/bhowanipur_udayan_club_durga_puja.jpg,web-verified station address; locality-based assignment,"Bhowanipur Udayan Club Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Bhowanipur Udayan Club Durga Puja, Bhowanipur Udayan, South Kolkata, Kolkata, West Bengal, 700025, India",OpenStreetMap Nominatim,valid,verified,"Bhowanipur Udayan Club Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.526012,88.345023",https://www.openstreetmap.org/?mlat=22.526012&mlon=88.345023#map=17/22.526012/88.345023
83,Chetla Agrani Club Durga Puja,South Kolkata,2025,22.522234,88.339212,Kalighat,0.9,Ballygunge Junction,9.3,High,True,True,22:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/chetla_agrani_club_durga_puja.jpg,web-verified station address; locality-based assignment,"Chetla Agrani Club Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Chetla Agrani Club Durga Puja, Chetla Agrani, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Chetla Agrani Club Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.522234,88.339212",https://www.openstreetmap.org/?mlat=22.522234&mlon=88.339212#map=17/22.522234/88.339212
84,Chetla Sarbasadharaner Durgotsab,South Kolkata,2025,22.521512,88.339634,Kalighat,1.1,Ballygunge Junction,8.1,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/chetla_sarbasadharaner_durgotsab.jpg,web-verified station address; locality-based assignment,"Chetla Sarbasadharaner Durgotsab, South Kolkata, Kolkata, West Bengal, India",success,"Chetla Sarbasadharaner Durgotsab, Chetla Sarbasadharaner Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Chetla Sarbasadharaner Durgotsab, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.521512,88.339634",https://www.openstreetmap.org/?mlat=22.521512&mlon=88.339634#map=17/22.521512/88.339634
85,Dakshin Kolkata Sarbojanin Durgotsab,South Kolkata,2025,22.518012,88.349023,Kalighat,0.3,Ballygunge Junction,8.2,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/dakshin_kolkata_sarbojanin_durgotsab.jpg,web-verified station address; locality-based assignment,"Dakshin Kolkata Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India",success,"Dakshin Kolkata Sarbojanin Durgotsab, Dakshin Kolkata Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Dakshin Kolkata Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.518012,88.349023",https://www.openstreetmap.org/?mlat=22.518012&mlon=88.349023#map=17/22.518012/88.349023
86,Deshapriya Park Durga Puja,South Kolkata,2025,22.518123,88.354612,Kalighat,0.5,Ballygunge Junction,9.6,Extremely High,True,True,02:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/deshapriya_park_durga_puja.jpg,web-verified station address; locality-based assignment,"Deshapriya Park Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Deshapriya Park Durga Puja, Deshapriya Park, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Deshapriya Park Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.518123,88.354612",https://www.openstreetmap.org/?mlat=22.518123&mlon=88.354612#map=17/22.518123/88.354612
87,Dhakuria Pragati Sangha Durga Puja,South Kolkata,2025,22.506012,88.368023,Rabindra Sarobar,0.7,Tollygunge Railway Station,8.4,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/dhakuria_pragati_sangha_durga_puja.jpg,web-verified station address; locality-based assignment,"Dhakuria Pragati Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Dhakuria Pragati Sangha Durga Puja, Dhakuria Pragati Sangha, South Kolkata, Kolkata, West Bengal, 700029, India",OpenStreetMap Nominatim,valid,verified,"Dhakuria Pragati Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.506012,88.368023",https://www.openstreetmap.org/?mlat=22.506012&mlon=88.368023#map=17/22.506012/88.368023
88,Dhakuria Sarbojanin Durgotsab,South Kolkata,2025,22.505334,88.368412,Rabindra Sarobar,0.9,Tollygunge Railway Station,8.5,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/dhakuria_sarbojanin_durgotsab.jpg,web-verified station address; locality-based assignment,"Dhakuria Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India",success,"Dhakuria Sarbojanin Durgotsab, Dhakuria Durgotsab, South Kolkata, Kolkata, West Bengal, 700029, India",OpenStreetMap Nominatim,valid,verified,"Dhakuria Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.505334,88.368412",https://www.openstreetmap.org/?mlat=22.505334&mlon=88.368412#map=17/22.505334/88.368412
89,Ekdalia Evergreen Club Durga Puja,South Kolkata,2025,22.518612,88.366934,Kalighat,1.1,Ballygunge Junction,9.9,Extremely High,True,True,02:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/ekdalia_evergreen_club_durga_puja.jpg,web-verified station address; locality-based assignment,"Ekdalia Evergreen Club Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Ekdalia Evergreen Club Durga Puja, Ekdalia Evergreen, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Ekdalia Evergreen Club Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.518612,88.366934",https://www.openstreetmap.org/?mlat=22.518612&mlon=88.366934#map=17/22.518612/88.366934
90,Falguni Sangha Durga Puja,South Kolkata,2025,22.516012,88.357023,Kalighat,0.3,Ballygunge Junction,7.2,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/falguni_sangha_durga_puja.jpg,web-verified station address; locality-based assignment,"Falguni Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Falguni Sangha Durga Puja, Falguni Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Falguni Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.516012,88.357023",https://www.openstreetmap.org/?mlat=22.516012&mlon=88.357023#map=17/22.516012/88.357023
91,Garfa Sarbojanin Durgotsav,South Kolkata,2025,22.501012,88.375023,Kavi Nazrul,0.5,Garia Railway Station,7.3,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/garfa_sarbojanin_durgotsav.jpg,web-verified station address; locality-based assignment,"Garfa Sarbojanin Durgotsav, South Kolkata, Kolkata, West Bengal, India",success,"Garfa Sarbojanin Durgotsav, Garfa, South Kolkata, Kolkata, West Bengal, 700084, India",OpenStreetMap Nominatim,valid,verified,"Garfa Sarbojanin Durgotsav, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.501012,88.375023",https://www.openstreetmap.org/?mlat=22.501012&mlon=88.375023#map=17/22.501012/88.375023
92,Golpark Sarbojanin Durgotsab Committee,South Kolkata,2025,22.514012,88.363023,Kalighat,0.7,Ballygunge Junction,7.4,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/golpark_sarbojanin_durgotsab_committee.jpg,web-verified station address; locality-based assignment,"Golpark Sarbojanin Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India",success,"Golpark Sarbojanin Durgotsab Committee, Golpark Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Golpark Sarbojanin Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.514012,88.363023",https://www.openstreetmap.org/?mlat=22.514012&mlon=88.363023#map=17/22.514012/88.363023
93,Gopal Nagar Kalyan Sangha Durga Puja,South Kolkata,2025,22.523012,88.334023,Kalighat,0.9,Ballygunge Junction,7.5,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/gopal_nagar_kalyan_sangha_durga_puja.jpg,web-verified station address; locality-based assignment,"Gopal Nagar Kalyan Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Gopal Nagar Kalyan Sangha Durga Puja, Gopal Nagar Kalyan Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Gopal Nagar Kalyan Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.523012,88.334023",https://www.openstreetmap.org/?mlat=22.523012&mlon=88.334023#map=17/22.523012/88.334023
94,Harish Park Sarbojanin Durgotsab Samity,South Kolkata,2025,22.531012,88.349023,Netaji Bhavan,1.1,Ballygunge Junction,7.6,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/harish_park_sarbojanin_durgotsab_samity.jpg,web-verified station address; locality-based assignment,"Harish Park Sarbojanin Durgotsab Samity, South Kolkata, Kolkata, West Bengal, India",success,"Harish Park Sarbojanin Durgotsab Samity, Harish Park Durgotsab Samity, South Kolkata, Kolkata, West Bengal, 700025, India",OpenStreetMap Nominatim,valid,verified,"Harish Park Sarbojanin Durgotsab Samity, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.531012,88.349023",https://www.openstreetmap.org/?mlat=22.531012&mlon=88.349023#map=17/22.531012/88.349023
95,Hindustan Pally Durga Puja Committee,South Kolkata,2025,22.517012,88.361023,Kalighat,0.3,Ballygunge Junction,7.7,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/hindustan_pally_durga_puja_committee.jpg,web-verified station address; locality-based assignment,"Hindustan Pally Durga Puja Committee, South Kolkata, Kolkata, West Bengal, India",success,"Hindustan Pally Durga Puja Committee, Hindustan Pally, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Hindustan Pally Durga Puja Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.517012,88.361023",https://www.openstreetmap.org/?mlat=22.517012&mlon=88.361023#map=17/22.517012/88.361023
