pandal_id,pandal_name,region,established_era,pandal_art_type,art_philosophy,recent_and_current_themes,past_notable_themes,idol_sculpture_style,craftsmanship_and_materials,detailed_cultural_description,awards_and_accolades,latitude,longitude,facebook_page_url,instagram_handle,nearest_metro_station,special_attractions,visitor_tips_and_timing
36,Mahalla Sarbojanin Durgautsab Samity,North Kolkata,1956 (Over 70 Years),Eco-Friendly Vernacular Folk Art,Celebration of Bengal’s rural artisanal heritage and ecological harmony; utilizing sustainable organic raw materials to recreate village courtyards and tribal sanctuaries.,"2025: Banglar Mati, Banglar Haat (Folk Bazaar of Bengal) | 2024: Shobujer Prarthana (Ode to Green Earth) | 2023: Lok-Shilpo O Gramin Jibon",2025: Banglar Mati | 2024: Shobujer Prarthana | 2023: Lok-Shilpo | 2022: Patachitra Akhyan | 2021: Matir Gandho,"Terracotta-finished earthen clay idol with serene rustic expressions, painted with organic turmeric and chalk pigments.","Untreated bamboo strips, natural jute burlap, Bankura terracotta tiles, dry date-palm weaves, and warm incandescent glow.","Mahalla Sarbojanin Durgautsab Samity in North Kolkata is renowned for its organic, sustainable theme approach. Embracing rural folk heritage, the pandal transports urban visitors into the peaceful sanctuary of a Bengal village, highlighting forgotten indigenous crafts and eco-friendly craftsmanship.",Biswa Bangla Sharad Samman (Eco-Friendly / Handicraft Category),22.592012,88.356934,https://www.facebook.com/MahallaSarbojaninDurgautsabSamityKolkata/,@mahallasarbojanindurgaut_kolkata,Shyambazar,"Live demonstrations by rural Bengal folk craftspeople, sustainable natural installations (Dokra, Terracotta, Handloom), and rustic atmospheric village ambiance.","Visit during daytime (11:00 AM - 3:00 PM) to appreciate the natural colors, textures, and daylight detailing of the handicrafts."
37,Mitali Kankurgachi Durga Puja,North Kolkata,1967 (Over 59 Years),Grand Architectural Temple Replica,Bringing timeless sacred architecture from across the Indian subcontinent to Kolkata’s doorstep through meticulous sculptural imitation and light engineering.,2025: Grand Dravidian Temple of South India | 2024: Khajuraho Stone Carving Replica | 2023: Jagannath Puri Shrimandir Architecture,2025: Dravidian Temple | 2024: Khajuraho | 2023: Puri Shrimandir | 2022: Sun Temple Modhera | 2021: Golden Temple Amritsar,Majestic classical clay idol draped in opulent brocade and Benarasi silks with handcrafted filigree crowns.,"Thermocol relief panels, plaster carvings, fiberglass moldings, and extensive computer-controlled Chandannagar illumination gates.","Mitali Kankurgachi Durga Puja in North Kolkata dazzles festive crowds with its monumental architectural reproductions. Recreating historic temples and palaces down to the finest stone carving detail, it stands as a visual marvel that draws visitors from across Bengal.",Biswa Bangla Sharad Samman (Best Pandal Architecture & Lighting),22.589834,88.367123,https://www.facebook.com/MitaliKankurgachiDurgaPujaKolkata/,@mitalikankurgachidurgapu_kolkata,City Centre,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
38,Nalin Sarkar Street Sarbojanin Durgotsab,North Kolkata,1978 (Over 48 Years),Handloom & Traditional Handicraft Showcase,"Reviving endangered handloom weaves, bell-metal artistry, and indigenous handcraft traditions into a tactile visual sanctuary.",2025: Tant-O-Tanti (Tribute to Bengal Handloom Weavers) | 2024: Dokra O Pittol (Lost-Wax Bell Metal Magic) | 2023: Kantha-Stitch & Jamdani Odyssey,2025: Tant-O-Tanti | 2024: Dokra O Pittol | 2023: Kantha-Stitch Odyssey | 2022: Purulia Chhau Art | 2021: Shantiniketan Leather Craft,Artisan clay sculpture draped in authentic hand-woven Jamdani and Baluchari silk with bell-metal jewelry.,"Handloom wooden shuttle looms, thousands of yarn spools, Dokra brass castings, natural dyed cotton, and soft ambient flute ragas.","Nalin Sarkar Street Sarbojanin Durgotsab in North Kolkata transforms its puja pavilion into an ode to Bengal’s hereditary weavers and metalworkers. Every nook of the pandal features genuine handcrafted textures, providing livelihoods to rural craftspeople and enchanting visitors with textile elegance.",Biswa Bangla Sharad Samman (Best Handicraft Craftsmanship),22.597612,88.377345,https://www.facebook.com/NalinSarkarStreetSarbojaninDurgotsabKolkata/,@nalinsarkarstreetsarboja_kolkata,Shyambazar,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
39,Nimtala Sarbojanin Durgotsab,North Kolkata,1989 (Over 37 Years),Heritage Traditional Sabeki,"Preservation of classical 19th-century zamindari and colonial Bengal devotional aesthetics, championing timeless Ekchala purity over modern conceptual gimmicks.",Timeless Sabeki Ekchala Protima with traditional Chandimandap architecture and thakur-dalan ambiance.,Nine decades of uncompromised classical Ekchala barowari traditions and devotion.,"Classic Ekchala idol adorned in shimmering Daker Saaj (pith and silver foil work), sporting fish-shaped elongated Trayanani eyes and royal lion mount.","Hooghly river clay, sholapith filigree work, beaten brass vessels, handcrafted wooden pillars, and traditional chandeliers.","Nimtala Sarbojanin Durgotsab in North Kolkata is a proud custodian of traditional Sabeki heritage. Eschewing transient modern themes, it preserves the authentic spiritual ambiance of classic Bengal, marked by reverberating dhak beats, fragrant dhuno incense, and family-centered community devotion.",Biswa Bangla Sharad Samman (Heritage Tradition Category),22.595434,88.355212,https://www.facebook.com/NimtalaSarbojaninDurgotsabKolkata/,@nimtalasarbojanindurgots_kolkata,Shyambazar,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
40,Sreebhumi Sporting Club Durga Puja,North Kolkata,1969,Grand Architectural Marvel Replica,Maximalist architectural grandeur; reproducing world wonders and sacred monumental architecture with breathtaking scale and dazzling Chandannagar illumination.,"2025: BAPS Swaminarayan Akshardham Temple, New Jersey | 2024: Tirupati Balaji Temple | 2023: Disneyland Paris | 2022: Vatican City St. Peter's Basilica | 2021: Burj Khalifa",2025: Akshardham USA | 2024: Tirupati Balaji | 2023: Disneyland | 2022: Vatican City | 2021: Burj Khalifa | 2020: Kedarnath Temple | 2019: Chandragupta Maurya Palace | 2018: Padmavati Chittorgarh Fort | 2017: Bahubali Mahishmati Palace,"Colossal divine idol sculpted by Pradip Rudra Pal, heavily adorned in real gold and diamond-studded antique jewellery crafted by heritage Bengali jewellers.","High-tensile steel trussing, fiberglass cast moldings, gold foil filigree, plaster of Paris, and state-of-the-art computer-synchronized LED light curtains from Chandannagar.","Sreebhumi Sporting Club, under the patronship of State Minister Sujit Bose, is North Kolkata's undisputed spectacle magnet. Located off VIP Road, it regularly attracts over a million visitors each day. Its sprawling replicas of iconic monuments like the Burj Khalifa, Vatican, and royal Indian palaces create an open-air cinematic experience unmatched in Eastern India.","Biswa Bangla Sharad Samman (Grandeur & Crowd Magnet), Asian Paints Special Mention",22.599723,88.397612,https://www.facebook.com/sreebhumisportingclubofficial/,@sreebhumisportingclubdur_kolkata,Shyambazar,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
41,Tala Barowari Durgotsab,North Kolkata,1921,Heritage Classical & Progressive Barowari,Preserving the communal essence of the century-old barowari movement while welcoming progressive open-air artistic storytelling.,2025: Shatoborsher Alor Disha (Centenary Journey of Light) | 2024: Boikunther Khoje (Search for Divine Serenity) | 2023: Banglar Haat (Rural Artisan Market),2025: Shatoborsher Alor Disha | 2024: Boikunther Khoje | 2023: Banglar Haat | 2021: 100 Years of Tala Barowari Celebration,Majestic Ekchala traditional pratima reflecting timeless sabeki North Kolkata face painting and silver daker saaj.,"Bamboo, wooden fretwork, handloom textiles, earthen lamps, and traditional Chandannagar lighting arches.","Celebrating over a hundred years of uninterrupted worship, Tala Barowari in North Kolkata was founded during the height of the Swadeshi independence movement. It remains a beloved pillar of community unity and cultural pride in the Tala-Shyambazar belt.",Biswa Bangla Sharad Samman (Heritage Centennial Honor),22.607512,88.375234,https://www.facebook.com/talabarowari/,@talabarowaridurgotsab_kolkata,Shyambazar,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
42,Tala Dakshin Pally Durgotsav Committee,North Kolkata,1957 (Over 69 Years),Grand Architectural Temple Replica,Bringing timeless sacred architecture from across the Indian subcontinent to Kolkata’s doorstep through meticulous sculptural imitation and light engineering.,2025: Grand Dravidian Temple of South India | 2024: Khajuraho Stone Carving Replica | 2023: Jagannath Puri Shrimandir Architecture,2025: Dravidian Temple | 2024: Khajuraho | 2023: Puri Shrimandir | 2022: Sun Temple Modhera | 2021: Golden Temple Amritsar,Majestic classical clay idol draped in opulent brocade and Benarasi silks with handcrafted filigree crowns.,"Thermocol relief panels, plaster carvings, fiberglass moldings, and extensive computer-controlled Chandannagar illumination gates.","Tala Dakshin Pally Durgotsav Committee in North Kolkata dazzles festive crowds with its monumental architectural reproductions. Recreating historic temples and palaces down to the finest stone carving detail, it stands as a visual marvel that draws visitors from across Bengal.",Biswa Bangla Sharad Samman (Best Pandal Architecture & Lighting),22.606823,88.375612,https://www.facebook.com/TalaDakshinPallyDurgotsavCommitteeKolkata/,@taladakshinpallydurgotsa_kolkata,Shyambazar,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
43,Tala Park 15 Pally Durga Puja,North Kolkata,1968 (Over 58 Years),Handloom & Traditional Handicraft Showcase,"Reviving endangered handloom weaves, bell-metal artistry, and indigenous handcraft traditions into a tactile visual sanctuary.",2025: Tant-O-Tanti (Tribute to Bengal Handloom Weavers) | 2024: Dokra O Pittol (Lost-Wax Bell Metal Magic) | 2023: Kantha-Stitch & Jamdani Odyssey,2025: Tant-O-Tanti | 2024: Dokra O Pittol | 2023: Kantha-Stitch Odyssey | 2022: Purulia Chhau Art | 2021: Shantiniketan Leather Craft,Artisan clay sculpture draped in authentic hand-woven Jamdani and Baluchari silk with bell-metal jewelry.,"Handloom wooden shuttle looms, thousands of yarn spools, Dokra brass castings, natural dyed cotton, and soft ambient flute ragas.","Tala Park 15 Pally Durga Puja in North Kolkata transforms its puja pavilion into an ode to Bengal’s hereditary weavers and metalworkers. Every nook of the pandal features genuine handcrafted textures, providing livelihoods to rural craftspeople and enchanting visitors with textile elegance.",Biswa Bangla Sharad Samman (Best Handicraft Craftsmanship),22.607145,88.374934,https://www.facebook.com/TalaPark15PallyDurgaPujaKolkata/,@talapark15pallydurgapuja_kolkata,Shyambazar,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
44,Telengabagan Sarbojanin Durgotsab,North Kolkata,1966,Creative Theme & Environmental Installation,Harmonizing contemporary environmental consciousness with rural folk traditions and natural rustic media.,2025: Shorbomongol (Universal Welfare) | 2024: Aronyok (Forest Whispers & Nature Conservation) | 2023: Banglar Lok-Porbon (Folk Festivals of Bengal),2025: Shorbomongol | 2024: Aronyok | 2023: Lok-Porbon | 2022: Eco-Green Bengal | 2018: Terracotta & Palm Craft,"Expressive clay sculpture painted with natural mineral pigments, evoking the raw rustic spirit of Bengal village mothers.","Fallen leaves, dried seeds, tree bark, bamboo, mud plasters, and soothing acoustic nature soundscapes.","Telengabagan in Ultadanga was among the earliest pioneers in North-East Kolkata to introduce conceptual theme pandals. It consistently earns high acclaim for turning organic and discarded environmental matter into breathtaking, thought-provoking sanctuaries.","Asian Paints Sharad Samman (Innovative Use of Materials), Biswa Bangla Green Puja",22.593212,88.382123,https://www.facebook.com/telengabagan.puja/,@telengabagansarbojanindu_kolkata,Shyambazar,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
45,Ultadanga Jagarani Sangha Durga Puja,North Kolkata,1990 (Over 36 Years),Thought-Provoking Social Theme Installation,"Using the public pandal as a canvas for social awakening, mental health discourse, environmental preservation, and women’s empowerment.",2025: Muktir Alo (Light of Liberation & Mental Well-being) | 2024: Jal-Dharoni (Water Conservation & Future Generations) | 2023: Nari Shakti (The Divine Feminine in Modern Times),2025: Muktir Alo | 2024: Jal-Dharoni | 2023: Nari Shakti | 2022: Somoyer Ayna | 2021: Punorutthan,Modern contemporary clay idol sculpted with empathetic figurative expressions that reflect the resilience of modern women.,"Recycled metal wires, earthen kulhars, distressed wood planks, kinetic light installations, and thematic voiceover soundscapes.","Ultadanga Jagarani Sangha Durga Puja in North Kolkata stands out for its bold, socially conscious conceptual installations. The puja committee uses modern installation art to provoke thought on contemporary humanitarian and environmental issues while maintaining deep spiritual reverence.","Asian Paints Sharad Samman (Creative Concept), Biswa Bangla Social Awareness Award",22.592534,88.382512,https://www.facebook.com/UltadangaJagaraniSanghaDurgaPujaKolkata/,@ultadangajagaranisanghad_kolkata,Shyambazar,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
46,Ultadanga Pallyshree Durga Puja,North Kolkata,2001 (Over 25 Years),Eco-Friendly Vernacular Folk Art,Celebration of Bengal’s rural artisanal heritage and ecological harmony; utilizing sustainable organic raw materials to recreate village courtyards and tribal sanctuaries.,"2025: Banglar Mati, Banglar Haat (Folk Bazaar of Bengal) | 2024: Shobujer Prarthana (Ode to Green Earth) | 2023: Lok-Shilpo O Gramin Jibon",2025: Banglar Mati | 2024: Shobujer Prarthana | 2023: Lok-Shilpo | 2022: Patachitra Akhyan | 2021: Matir Gandho,"Terracotta-finished earthen clay idol with serene rustic expressions, painted with organic turmeric and chalk pigments.","Untreated bamboo strips, natural jute burlap, Bankura terracotta tiles, dry date-palm weaves, and warm incandescent glow.","Ultadanga Pallyshree Durga Puja in North Kolkata is renowned for its organic, sustainable theme approach. Embracing rural folk heritage, the pandal transports urban visitors into the peaceful sanctuary of a Bengal village, highlighting forgotten indigenous crafts and eco-friendly craftsmanship.",Biswa Bangla Sharad Samman (Eco-Friendly / Handicraft Category),22.592812,88.381834,https://www.facebook.com/UltadangaPallyshreeDurgaPujaKolkata/,@ultadangapallyshreedurga_kolkata,Shyambazar,"Live demonstrations by rural Bengal folk craftspeople, sustainable natural installations (Dokra, Terracotta, Handloom), and rustic atmospheric village ambiance.","Visit during daytime (11:00 AM - 3:00 PM) to appreciate the natural colors, textures, and daylight detailing of the handicrafts."
47,Ultadanga Sangrami Durga Puja,North Kolkata,2012 (Over 14 Years),Grand Architectural Temple Replica,Bringing timeless sacred architecture from across the Indian subcontinent to Kolkata’s doorstep through meticulous sculptural imitation and light engineering.,2025: Grand Dravidian Temple of South India | 2024: Khajuraho Stone Carving Replica | 2023: Jagannath Puri Shrimandir Architecture,2025: Dravidian Temple | 2024: Khajuraho | 2023: Puri Shrimandir | 2022: Sun Temple Modhera | 2021: Golden Temple Amritsar,Majestic classical clay idol draped in opulent brocade and Benarasi silks with handcrafted filigree crowns.,"Thermocol relief panels, plaster carvings, fiberglass moldings, and extensive computer-controlled Chandannagar illumination gates.","Ultadanga Sangrami Durga Puja in North Kolkata dazzles festive crowds with its monumental architectural reproductions. Recreating historic temples and palaces down to the finest stone carving detail, it stands as a visual marvel that draws visitors from across Bengal.",Biswa Bangla Sharad Samman (Best Pandal Architecture & Lighting),22.593045,88.382212,https://www.facebook.com/UltadangaSangramiDurgaPujaKolkata/,@ultadangasangramidurgapu_kolkata,Shyambazar,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
48,Young Citizens Club Durga Puja,North Kolkata,1958 (Over 68 Years),Handloom & Traditional Handicraft Showcase,"Reviving endangered handloom weaves, bell-metal artistry, and indigenous handcraft traditions into a tactile visual sanctuary.",2025: Tant-O-Tanti (Tribute to Bengal Handloom Weavers) | 2024: Dokra O Pittol (Lost-Wax Bell Metal Magic) | 2023: Kantha-Stitch & Jamdani Odyssey,2025: Tant-O-Tanti | 2024: Dokra O Pittol | 2023: Kantha-Stitch Odyssey | 2022: Purulia Chhau Art | 2021: Shantiniketan Leather Craft,Artisan clay sculpture draped in authentic hand-woven Jamdani and Baluchari silk with bell-metal jewelry.,"Handloom wooden shuttle looms, thousands of yarn spools, Dokra brass castings, natural dyed cotton, and soft ambient flute ragas.","Young Citizens Club Durga Puja in North Kolkata transforms its puja pavilion into an ode to Bengal’s hereditary weavers and metalworkers. Every nook of the pandal features genuine handcrafted textures, providing livelihoods to rural craftspeople and enchanting visitors with textile elegance.",Biswa Bangla Sharad Samman (Best Handicraft Craftsmanship),22.598623,88.372434,https://www.facebook.com/YoungCitizensClubDurgaPujaKolkata/,@youngcitizensclubdurgapu_kolkata,Shyambazar,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
49,21 Pally Sarbojanin Durgotsab Samiti,South Kolkata,1969 (Over 57 Years),Heritage Traditional Sabeki,"Preservation of classical 19th-century zamindari and colonial Bengal devotional aesthetics, championing timeless Ekchala purity over modern conceptual gimmicks.",Timeless Sabeki Ekchala Protima with traditional Chandimandap architecture and thakur-dalan ambiance.,Nine decades of uncompromised classical Ekchala barowari traditions and devotion.,"Classic Ekchala idol adorned in shimmering Daker Saaj (pith and silver foil work), sporting fish-shaped elongated Trayanani eyes and royal lion mount.","Hooghly river clay, sholapith filigree work, beaten brass vessels, handcrafted wooden pillars, and traditional chandeliers.","21 Pally Sarbojanin Durgotsab Samiti in South Kolkata is a proud custodian of traditional Sabeki heritage. Eschewing transient modern themes, it preserves the authentic spiritual ambiance of classic Bengal, marked by reverberating dhak beats, fragrant dhuno incense, and family-centered community devotion.",Biswa Bangla Sharad Samman (Heritage Tradition Category),22.528012,88.349023,https://www.facebook.com/21PallySarbojaninDurgotsabSamitiKolkata/,@21pallysarbojanindurgots_kolkata,Kalighat,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
50,22 Palli Sarodotsav,South Kolkata,1980 (Over 46 Years),Thought-Provoking Social Theme Installation,"Using the public pandal as a canvas for social awakening, mental health discourse, environmental preservation, and women’s empowerment.",2025: Muktir Alo (Light of Liberation & Mental Well-being) | 2024: Jal-Dharoni (Water Conservation & Future Generations) | 2023: Nari Shakti (The Divine Feminine in Modern Times),2025: Muktir Alo | 2024: Jal-Dharoni | 2023: Nari Shakti | 2022: Somoyer Ayna | 2021: Punorutthan,Modern contemporary clay idol sculpted with empathetic figurative expressions that reflect the resilience of modern women.,"Recycled metal wires, earthen kulhars, distressed wood planks, kinetic light installations, and thematic voiceover soundscapes.","22 Palli Sarodotsav in South Kolkata stands out for its bold, socially conscious conceptual installations. The puja committee uses modern installation art to provoke thought on contemporary humanitarian and environmental issues while maintaining deep spiritual reverence.","Asian Paints Sharad Samman (Creative Concept), Biswa Bangla Social Awareness Award",22.527334,88.349412,https://www.facebook.com/22PalliSarodotsavKolkata/,@22pallisarodotsav_kolkata,Kalighat,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
51,25 Pally Durga Puja,South Kolkata,1991 (Over 35 Years),Eco-Friendly Vernacular Folk Art,Celebration of Bengal’s rural artisanal heritage and ecological harmony; utilizing sustainable organic raw materials to recreate village courtyards and tribal sanctuaries.,"2025: Banglar Mati, Banglar Haat (Folk Bazaar of Bengal) | 2024: Shobujer Prarthana (Ode to Green Earth) | 2023: Lok-Shilpo O Gramin Jibon",2025: Banglar Mati | 2024: Shobujer Prarthana | 2023: Lok-Shilpo | 2022: Patachitra Akhyan | 2021: Matir Gandho,"Terracotta-finished earthen clay idol with serene rustic expressions, painted with organic turmeric and chalk pigments.","Untreated bamboo strips, natural jute burlap, Bankura terracotta tiles, dry date-palm weaves, and warm incandescent glow.","25 Pally Durga Puja in South Kolkata is renowned for its organic, sustainable theme approach. Embracing rural folk heritage, the pandal transports urban visitors into the peaceful sanctuary of a Bengal village, highlighting forgotten indigenous crafts and eco-friendly craftsmanship.",Biswa Bangla Sharad Samman (Eco-Friendly / Handicraft Category),22.526645,88.348734,https://www.facebook.com/25PallyDurgaPujaKolkata/,@25pallydurgapuja_kolkata,Kalighat,"Live demonstrations by rural Bengal folk craftspeople, sustainable natural installations (Dokra, Terracotta, Handloom), and rustic atmospheric village ambiance.","Visit during daytime (11:00 AM - 3:00 PM) to appreciate the natural colors, textures, and daylight detailing of the handicrafts."
52,64 Pally Durgotsab Committee,South Kolkata,2002 (Over 24 Years),Grand Architectural Temple Replica,Bringing timeless sacred architecture from across the Indian subcontinent to Kolkata’s doorstep through meticulous sculptural imitation and light engineering.,2025: Grand Dravidian Temple of South India | 2024: Khajuraho Stone Carving Replica | 2023: Jagannath Puri Shrimandir Architecture,2025: Dravidian Temple | 2024: Khajuraho | 2023: Puri Shrimandir | 2022: Sun Temple Modhera | 2021: Golden Temple Amritsar,Majestic classical clay idol draped in opulent brocade and Benarasi silks with handcrafted filigree crowns.,"Thermocol relief panels, plaster carvings, fiberglass moldings, and extensive computer-controlled Chandannagar illumination gates.","64 Pally Durgotsab Committee in South Kolkata dazzles festive crowds with its monumental architectural reproductions. Recreating historic temples and palaces down to the finest stone carving detail, it stands as a visual marvel that draws visitors from across Bengal.",Biswa Bangla Sharad Samman (Best Pandal Architecture & Lighting),22.521012,88.347023,https://www.facebook.com/64PallyDurgotsabCommitteeKolkata/,@64pallydurgotsabcommitte_kolkata,Kalighat,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
53,66 Pally Sarbojanin Durgotsab Committee,South Kolkata,1945,Progressive Social Reform & Folk Installations,"Democratizing cultural spaces and breaking patriarchal taboos; promoting women empowerment, eco-sustainability, and Bengal's craft heritage.",2025: Kanyashree o Matrishakti (Feminine Empowerment) | 2024: Shabash Maa (Celebrating Mothers) | 2021: Breaking Tradition with Women Priests Conducting Puja,2025: Kanyashree | 2024: Shabash Maa | 2021: Female Priests Initiative | 2019: Bengal's Wooden Toy Craft | 2018: Peace Mandap,"Warm, maternal clay idol radiating grace, crafted with traditional mud-straw techniques and organic colors.","Terracotta tiles, earthen plates, hand-woven chatai, wood shavings, and solar-assisted LED ambient lights.","66 Pally, situated on Rashbehari Avenue, made global headlines in 2021 when four female priestesses conducted the main Durga Puja rituals, dismantling centuries-old patriarchal conventions. Its art philosophy is rooted in social reform, female empowerment, and sustainable artisanal craftsmanship.","Biswa Bangla Sharad Samman (Social Reform & Progressive Vision), Asian Paints Special Citation",22.520712,88.346934,https://www.facebook.com/66PallyDurgotsab/,@66pallysarbojanindurgots_kolkata,Kalighat,"Live demonstrations by rural Bengal folk craftspeople, sustainable natural installations (Dokra, Terracotta, Handloom), and rustic atmospheric village ambiance.","Visit during daytime (11:00 AM - 3:00 PM) to appreciate the natural colors, textures, and daylight detailing of the handicrafts."
54,70 Pally Sarbojanin Durga Puja,South Kolkata,1959 (Over 67 Years),Heritage Traditional Sabeki,"Preservation of classical 19th-century zamindari and colonial Bengal devotional aesthetics, championing timeless Ekchala purity over modern conceptual gimmicks.",Timeless Sabeki Ekchala Protima with traditional Chandimandap architecture and thakur-dalan ambiance.,Nine decades of uncompromised classical Ekchala barowari traditions and devotion.,"Classic Ekchala idol adorned in shimmering Daker Saaj (pith and silver foil work), sporting fish-shaped elongated Trayanani eyes and royal lion mount.","Hooghly river clay, sholapith filigree work, beaten brass vessels, handcrafted wooden pillars, and traditional chandeliers.","70 Pally Sarbojanin Durga Puja in South Kolkata is a proud custodian of traditional Sabeki heritage. Eschewing transient modern themes, it preserves the authentic spiritual ambiance of classic Bengal, marked by reverberating dhak beats, fragrant dhuno incense, and family-centered community devotion.",Biswa Bangla Sharad Samman (Heritage Tradition Category),22.521434,88.346312,https://www.facebook.com/70PallySarbojaninDurgaPujaKolkata/,@70pallysarbojanindurgapu_kolkata,Kalighat,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
55,95 Pally Jodhpur Park Durga Puja,South Kolkata,1970 (Over 56 Years),Thought-Provoking Social Theme Installation,"Using the public pandal as a canvas for social awakening, mental health discourse, environmental preservation, and women’s empowerment.",2025: Muktir Alo (Light of Liberation & Mental Well-being) | 2024: Jal-Dharoni (Water Conservation & Future Generations) | 2023: Nari Shakti (The Divine Feminine in Modern Times),2025: Muktir Alo | 2024: Jal-Dharoni | 2023: Nari Shakti | 2022: Somoyer Ayna | 2021: Punorutthan,Modern contemporary clay idol sculpted with empathetic figurative expressions that reflect the resilience of modern women.,"Recycled metal wires, earthen kulhars, distressed wood planks, kinetic light installations, and thematic voiceover soundscapes.","95 Pally Jodhpur Park Durga Puja in South Kolkata stands out for its bold, socially conscious conceptual installations. The puja committee uses modern installation art to provoke thought on contemporary humanitarian and environmental issues while maintaining deep spiritual reverence.","Asian Paints Sharad Samman (Creative Concept), Biswa Bangla Social Awareness Award",22.502812,88.365023,https://www.facebook.com/95PallyJodhpurParkDurgaPujaKolkata/,@95pallyjodhpurparkdurgap_kolkata,Rabindra Sarobar,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
